finestep,counter_asc,counter_desc
-32768,69.82658959537574,68.90173410404626
-32752,73.52601156069363,72.60115606936415
-32736,77.22543352601156,68.90173410404626
-32720,75.3757225433526,70.75144508670519
-32704,72.60115606936415,73.52601156069363
-32688,71.67630057803467,70.75144508670519
-32672,72.60115606936415,68.90173410404626
-32656,73.52601156069363,72.60115606936415
-32640,73.52601156069363,74.45086705202311
-32624,68.90173410404626,70.75144508670519
-32608,70.75144508670519,69.82658959537574
-32592,72.60115606936415,72.60115606936415
-32576,73.52601156069363,67.97687861271677
-32560,75.3757225433526,67.97687861271677
-32544,71.67630057803467,71.67630057803467
-32528,72.60115606936415,68.90173410404626
-32512,74.45086705202311,67.97687861271677
-32496,71.67630057803467,71.67630057803467
-32480,72.60115606936415,66.12716763005781
-32464,70.75144508670519,68.90173410404626
-32448,76.30057803468208,71.67630057803467
-32432,78.15028901734104,67.97687861271677
-32416,72.60115606936415,67.97687861271677
-32400,70.75144508670519,74.45086705202311
-32384,75.3757225433526,68.90173410404626
-32368,72.60115606936415,68.90173410404626
-32352,74.45086705202311,68.90173410404626
-32336,72.60115606936415,71.67630057803467
-32320,71.67630057803467,68.90173410404626
-32304,77.22543352601156,68.90173410404626
-32288,70.75144508670519,69.82658959537574
-32272,74.45086705202311,69.82658959537574
-32256,71.67630057803467,66.12716763005781
-32240,73.52601156069363,67.0520231213873
-32224,71.67630057803467,66.12716763005781
-32208,80.0,69.82658959537574
-32192,73.52601156069363,71.67630057803467
-32176,74.45086705202311,69.82658959537574
-32160,74.45086705202311,67.0520231213873
-32144,70.75144508670519,67.97687861271677
-32128,74.45086705202311,67.97687861271677
-32112,73.52601156069363,65.20231213872833
-32096,73.52601156069363,65.20231213872833
-32080,77.22543352601156,67.0520231213873
-32064,72.60115606936415,67.97687861271677
-32048,70.75144508670519,69.82658959537574
-32032,75.3757225433526,70.75144508670519
-32016,73.52601156069363,66.12716763005781
-32000,70.75144508670519,65.20231213872833
-31984,75.3757225433526,67.97687861271677
-31968,70.75144508670519,65.20231213872833
-31952,75.3757225433526,68.90173410404626
-31936,71.67630057803467,66.12716763005781
-31920,72.60115606936415,68.90173410404626
-31904,74.45086705202311,68.90173410404626
-31888,71.67630057803467,66.12716763005781
-31872,70.75144508670519,67.0520231213873
-31856,71.67630057803467,65.20231213872833
-31840,77.22543352601156,68.90173410404626
-31824,70.75144508670519,66.12716763005781
-31808,78.15028901734104,68.90173410404626
-31792,71.67630057803467,69.82658959537574
-31776,74.45086705202311,67.0520231213873
-31760,75.3757225433526,67.0520231213873
-31744,73.52601156069363,67.0520231213873
-31728,72.60115606936415,69.82658959537574
-31712,72.60115606936415,67.0520231213873
-31696,73.52601156069363,67.0520231213873
-31680,74.45086705202311,67.97687861271677
-31664,75.3757225433526,68.90173410404626
-31648,75.3757225433526,65.20231213872833
-31632,71.67630057803467,65.20231213872833
-31616,76.30057803468208,68.90173410404626
-31600,79.07514450867052,64.27745664739885
-31584,75.3757225433526,66.12716763005781
-31568,67.0520231213873,67.97687861271677
-31552,76.30057803468208,67.0520231213873
-31536,73.52601156069363,67.0520231213873
-31520,74.45086705202311,67.0520231213873
-31504,72.60115606936415,62.42774566473989
-31488,74.45086705202311,61.50289017341041
-31472,73.52601156069363,66.12716763005781
-31456,68.90173410404626,67.97687861271677
-31440,70.75144508670519,65.20231213872833
-31424,67.97687861271677,64.27745664739885
-31408,71.67630057803467,65.20231213872833
-31392,75.3757225433526,65.20231213872833
-31376,73.52601156069363,67.97687861271677
-31360,73.52601156069363,63.35260115606937
-31344,71.67630057803467,66.12716763005781
-31328,73.52601156069363,68.90173410404626
-31312,71.67630057803467,68.90173410404626
-31296,70.75144508670519,67.97687861271677
-31280,72.60115606936415,67.0520231213873
-31264,74.45086705202311,64.27745664739885
-31248,72.60115606936415,67.0520231213873
-31232,75.3757225433526,65.20231213872833
-31216,74.45086705202311,65.20231213872833
-31200,76.30057803468208,63.35260115606937
-31184,70.75144508670519,67.0520231213873
-31168,71.67630057803467,62.42774566473989
-31152,67.0520231213873,63.35260115606937
-31136,74.45086705202311,67.0520231213873
-31120,71.67630057803467,67.97687861271677
-31104,70.75144508670519,66.12716763005781
-31088,71.67630057803467,66.12716763005781
-31072,74.45086705202311,63.35260115606937
-31056,71.67630057803467,65.20231213872833
-31040,73.52601156069363,64.27745664739885
-31024,71.67630057803467,61.50289017341041
-31008,69.82658959537574,63.35260115606937
-30992,70.75144508670519,64.27745664739885
-30976,74.45086705202311,67.0520231213873
-30960,70.75144508670519,63.35260115606937
-30944,71.67630057803467,64.27745664739885
-30928,68.90173410404626,67.0520231213873
-30912,67.97687861271677,64.27745664739885
-30896,68.90173410404626,65.20231213872833
-30880,73.52601156069363,63.35260115606937
-30864,74.45086705202311,66.12716763005781
-30848,72.60115606936415,60.578034682080926
-30832,72.60115606936415,62.42774566473989
-30816,72.60115606936415,67.97687861271677
-30800,70.75144508670519,63.35260115606937
-30784,75.3757225433526,66.12716763005781
-30768,69.82658959537574,62.42774566473989
-30752,72.60115606936415,64.27745664739885
-30736,70.75144508670519,64.27745664739885
-30720,73.52601156069363,65.20231213872833
-30704,71.67630057803467,68.90173410404626
-30688,72.60115606936415,62.42774566473989
-30672,71.67630057803467,65.20231213872833
-30656,68.90173410404626,65.20231213872833
-30640,72.60115606936415,66.12716763005781
-30624,66.12716763005781,65.20231213872833
-30608,73.52601156069363,67.0520231213873
-30592,73.52601156069363,66.12716763005781
-30576,73.52601156069363,67.0520231213873
-30560,70.75144508670519,67.97687861271677
-30544,72.60115606936415,62.42774566473989
-30528,71.67630057803467,68.90173410404626
-30512,70.75144508670519,63.35260115606937
-30496,69.82658959537574,67.97687861271677
-30480,72.60115606936415,65.20231213872833
-30464,73.52601156069363,64.27745664739885
-30448,73.52601156069363,64.27745664739885
-30432,73.52601156069363,66.12716763005781
-30416,67.97687861271677,63.35260115606937
-30400,69.82658959537574,63.35260115606937
-30384,70.75144508670519,62.42774566473989
-30368,71.67630057803467,61.50289017341041
-30352,71.67630057803467,63.35260115606937
-30336,71.67630057803467,64.27745664739885
-30320,71.67630057803467,65.20231213872833
-30304,68.90173410404626,64.27745664739885
-30288,70.75144508670519,60.578034682080926
-30272,73.52601156069363,67.0520231213873
-30256,71.67630057803467,60.578034682080926
-30240,74.45086705202311,64.27745664739885
-30224,69.82658959537574,62.42774566473989
-30208,69.82658959537574,61.50289017341041
-30192,69.82658959537574,58.72832369942196
-30176,69.82658959537574,61.50289017341041
-30160,69.82658959537574,60.578034682080926
-30144,74.45086705202311,65.20231213872833
-30128,72.60115606936415,67.0520231213873
-30112,68.90173410404626,62.42774566473989
-30096,69.82658959537574,62.42774566473989
-30080,69.82658959537574,60.578034682080926
-30064,72.60115606936415,62.42774566473989
-30048,74.45086705202311,65.20231213872833
-30032,73.52601156069363,61.50289017341041
-30016,72.60115606936415,65.20231213872833
-30000,71.67630057803467,64.27745664739885
-29984,68.90173410404626,62.42774566473989
-29968,71.67630057803467,65.20231213872833
-29952,69.82658959537574,64.27745664739885
-29936,71.67630057803467,59.653179190751445
-29920,70.75144508670519,65.20231213872833
-29904,70.75144508670519,63.35260115606937
-29888,71.67630057803467,65.20231213872833
-29872,67.0520231213873,60.578034682080926
-29856,71.67630057803467,65.20231213872833
-29840,70.75144508670519,60.578034682080926
-29824,71.67630057803467,63.35260115606937
-29808,68.90173410404626,64.27745664739885
-29792,71.67630057803467,65.20231213872833
-29776,67.0520231213873,58.72832369942196
-29760,72.60115606936415,63.35260115606937
-29744,70.75144508670519,60.578034682080926
-29728,71.67630057803467,60.578034682080926
-29712,69.82658959537574,59.653179190751445
-29696,73.52601156069363,56.878612716763
-29680,69.82658959537574,58.72832369942196
-29664,70.75144508670519,59.653179190751445
-29648,72.60115606936415,61.50289017341041
-29632,71.67630057803467,60.578034682080926
-29616,69.82658959537574,63.35260115606937
-29600,69.82658959537574,64.27745664739885
-29584,74.45086705202311,62.42774566473989
-29568,72.60115606936415,59.653179190751445
-29552,70.75144508670519,59.653179190751445
-29536,70.75144508670519,62.42774566473989
-29520,71.67630057803467,63.35260115606937
-29504,68.90173410404626,59.653179190751445
-29488,68.90173410404626,64.27745664739885
-29472,72.60115606936415,63.35260115606937
-29456,68.90173410404626,60.578034682080926
-29440,68.90173410404626,58.72832369942196
-29424,69.82658959537574,57.80346820809248
-29408,72.60115606936415,61.50289017341041
-29392,67.97687861271677,60.578034682080926
-29376,70.75144508670519,62.42774566473989
-29360,68.90173410404626,59.653179190751445
-29344,70.75144508670519,64.27745664739885
-29328,67.97687861271677,61.50289017341041
-29312,70.75144508670519,60.578034682080926
-29296,70.75144508670519,56.878612716763
-29280,71.67630057803467,62.42774566473989
-29264,68.90173410404626,64.27745664739885
-29248,74.45086705202311,61.50289017341041
-29232,70.75144508670519,57.80346820809248
-29216,70.75144508670519,58.72832369942196
-29200,69.82658959537574,62.42774566473989
-29184,67.0520231213873,59.653179190751445
-29168,68.90173410404626,59.653179190751445
-29152,70.75144508670519,58.72832369942196
-29136,67.97687861271677,61.50289017341041
-29120,71.67630057803467,58.72832369942196
-29104,71.67630057803467,60.578034682080926
-29088,71.67630057803467,60.578034682080926
-29072,69.82658959537574,59.653179190751445
-29056,67.97687861271677,59.653179190751445
-29040,68.90173410404626,64.27745664739885
-29024,67.97687861271677,57.80346820809248
-29008,64.27745664739885,60.578034682080926
-28992,66.12716763005781,61.50289017341041
-28976,67.97687861271677,61.50289017341041
-28960,67.0520231213873,55.02890173410404
-28944,68.90173410404626,58.72832369942196
-28928,70.75144508670519,60.578034682080926
-28912,67.0520231213873,62.42774566473989
-28896,70.75144508670519,62.42774566473989
-28880,70.75144508670519,55.02890173410404
-28864,68.90173410404626,61.50289017341041
-28848,68.90173410404626,62.42774566473989
-28832,67.0520231213873,56.878612716763
-28816,68.90173410404626,61.50289017341041
-28800,70.75144508670519,60.578034682080926
-28784,67.0520231213873,59.653179190751445
-28768,66.12716763005781,55.95375722543352
-28752,66.12716763005781,57.80346820809248
-28736,67.0520231213873,59.653179190751445
-28720,64.27745664739885,61.50289017341041
-28704,67.0520231213873,55.95375722543352
-28688,68.90173410404626,58.72832369942196
-28672,67.97687861271677,56.878612716763
-28656,71.67630057803467,56.878612716763
-28640,68.90173410404626,62.42774566473989
-28624,67.97687861271677,63.35260115606937
-28608,68.90173410404626,60.578034682080926
-28592,69.82658959537574,63.35260115606937
-28576,67.97687861271677,58.72832369942196
-28560,67.97687861271677,56.878612716763
-28544,66.12716763005781,62.42774566473989
-28528,70.75144508670519,58.72832369942196
-28512,68.90173410404626,58.72832369942196
-28496,66.12716763005781,59.653179190751445
-28480,70.75144508670519,63.35260115606937
-28464,71.67630057803467,60.578034682080926
-28448,65.20231213872833,58.72832369942196
-28432,67.97687861271677,59.653179190751445
-28416,68.90173410404626,59.653179190751445
-28400,68.90173410404626,57.80346820809248
-28384,69.82658959537574,55.95375722543352
-28368,68.90173410404626,55.02890173410404
-28352,64.27745664739885,58.72832369942196
-28336,67.0520231213873,60.578034682080926
-28320,68.90173410404626,58.72832369942196
-28304,67.0520231213873,60.578034682080926
-28288,72.60115606936415,60.578034682080926
-28272,67.0520231213873,59.653179190751445
-28256,70.75144508670519,57.80346820809248
-28240,67.97687861271677,52.254335260115596
-28224,70.75144508670519,56.878612716763
-28208,67.97687861271677,58.72832369942196
-28192,67.0520231213873,59.653179190751445
-28176,67.0520231213873,56.878612716763
-28160,64.27745664739885,59.653179190751445
-28144,69.82658959537574,58.72832369942196
-28128,66.12716763005781,57.80346820809248
-28112,69.82658959537574,55.95375722543352
-28096,69.82658959537574,59.653179190751445
-28080,69.82658959537574,57.80346820809248
-28064,68.90173410404626,56.878612716763
-28048,67.97687861271677,56.878612716763
-28032,66.12716763005781,61.50289017341041
-28016,70.75144508670519,55.95375722543352
-28000,67.0520231213873,60.578034682080926
-27984,67.97687861271677,56.878612716763
-27968,69.82658959537574,55.95375722543352
-27952,69.82658959537574,58.72832369942196
-27936,71.67630057803467,60.578034682080926
-27920,67.0520231213873,56.878612716763
-27904,67.97687861271677,54.10404624277456
-27888,64.27745664739885,58.72832369942196
-27872,67.0520231213873,57.80346820809248
-27856,68.90173410404626,57.80346820809248
-27840,66.12716763005781,57.80346820809248
-27824,66.12716763005781,55.95375722543352
-27808,63.35260115606937,55.95375722543352
-27792,68.90173410404626,57.80346820809248
-27776,66.12716763005781,55.95375722543352
-27760,70.75144508670519,56.878612716763
-27744,67.97687861271677,58.72832369942196
-27728,70.75144508670519,57.80346820809248
-27712,67.0520231213873,56.878612716763
-27696,65.20231213872833,55.95375722543352
-27680,67.0520231213873,55.95375722543352
-27664,65.20231213872833,60.578034682080926
-27648,67.97687861271677,58.72832369942196
-27632,70.75144508670519,55.95375722543352
-27616,65.20231213872833,58.72832369942196
-27600,67.97687861271677,58.72832369942196
-27584,67.97687861271677,60.578034682080926
-27568,67.0520231213873,56.878612716763
-27552,67.0520231213873,55.95375722543352
-27536,64.27745664739885,51.329479768786115
